timestamp,simple-path,time
"2022-04-25 17:31:07.886","/master/welcome",8019
"2022-04-25 17:31:08.56","/master/welcome",590
"2022-04-25 17:31:11.917","/master/sign-in",3218
"2022-04-25 17:31:13.229","/master/welcome",580
"2022-04-25 17:31:15.113","/inventor/patronage/list-mine",1663
"2022-04-25 17:31:17.758","/inventor/patronage/show",1622
"2022-04-25 17:31:18.918","/inventor/patronage-report/list-by-patronage",1103
"2022-04-25 17:31:22.632","/inventor/patronage-report/show",1626
