timestamp,simple-path,time
"2022-04-25 17:14:08.63","/master/welcome",7911
"2022-04-25 17:14:09.409","/master/welcome",699
"2022-04-25 17:14:13.326","/master/sign-in",3769
"2022-04-25 17:14:14.663","/master/welcome",578
"2022-04-25 17:14:17.02","/inventor/patronage/list-mine",2151
"2022-04-25 17:14:19.79","/inventor/patronage/show",1762
"2022-04-25 17:14:20.945","/inventor/patronage-report/list-by-patronage",1092
