timestamp,test-class,test-method,time,description,result
"2022-04-25 16:01:29.056","acme.testing.inventor.patronageReport.TestInventorPatronageReport","testInventorsOnPatronageReportsList",27,""[1] recordIndex=0, seqNumber=abd-123, createdAt=2022/03/10 15:22, memorandum=Memorandum del reporte, link=https://google.es, status=patronage-01"","No ParameterResolver registered for parameter [final java.lang.String code] in method [public void acme.testing.inventor.patronageReport.TestInventorPatronageReport.testInventorsOnPatronageReportsList(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)]."
