timestamp,test-class,test-method,time,description,result
"2022-04-25 16:39:04.08","acme.testing.inventor.patronageReport.TestInventorPatronageReport","testInventorsOnPatronageReportsList",8120,""[1] recordIndex=0, status=accepted, code=abc-123, legalStuff=Legalidad patronage 1, budget=50.00 eur"","Expected value '50.00 eur' in attribute 2 of record 0, but found 'EUR 50.00'"
